DATE,COUNTRY,SOURCE,HEADLINE,SUMMARY
3-Jul-2025,Iran,https://home.treasury.gov/news/press-releases/sb0188,Treasury Targets Diverse Networks Facilitating Iranian Oil Trade," Today, the U.S. Department of the Treasury’s Office of Foreign Assets Control (OFAC) is taking action against networks that have collectively transported and purchased billions of dollars’ worth of Iranian oil, some of which has benefited Iran’s Islamic Revolutionary Guard Corps-Qods Force (IRGC-QF), a designated Foreign Terrorist Organization. Among the entities sanctioned today is a network of companies run by Iraqi businessman Salim Ahmed Said (Said) that has profited from smuggling Iranian oil disguised as, or blended with, Iraqi oil. Treasury is also sanctioning several vessels engaged in the covert delivery of Iranian oil, intensifying pressure on Iran’s “shadow fleet.”

“As President Trump has made clear, Iran’s behavior has left it decimated.  While it has had every opportunity to choose peace, its leaders have chosen extremism,” said Secretary of the Treasury Scott Bessent.  “Treasury will continue to target Tehran’s revenue sources and intensify economic pressure to disrupt the regime’s access to the financial resources that fuel its destabilizing activities.”

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which targets those operating in certain sectors of the Iranian economy, including Iran’s petroleum and petrochemical sectors, as well as the counterterrorism authority E.O. 13224, as amended.  It marks the eighth round of sanctions targeting Iran’s oil trade since the President issued National Security Presidential Memorandum 2, directing a campaign of maximum pressure on Iran. 

Concurrently, the Department of State is designating six entities and identifying four vessels pursuant to E.O. 13846 for having knowingly engaged in a significant transaction for the purchase, acquisition, sale, transport, or marketing of petroleum or petroleum products from Iran"
3-Jul-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/sanctions-on-oil-smugglers-exporting-iranian-oil/,Sanctions on Oil Smugglers Exporting Iranian Oil,"Today, the United States is acting to stem the flow of revenue the Iranian regime uses to support terrorism abroad and oppress its own people.

The Department of State is sanctioning six entities and identifying four vessels for having knowingly engaged in a significant transaction for the purchase, acquisition, sale, transport, or marketing of petroleum, petroleum products or petrochemical products from Iran.

Concurrently, the Department of the Treasury is designating oil smuggling networks that have collectively transported and purchased billions of dollars’ worth of Iranian oil. Treasury is also sanctioning several shadow fleet vessels engaged in the covert delivery of Iranian oil. Among the entities sanctioned today are a network of companies run by Iraqi businessman Salim Ahmed Said that have profited from smuggling Iranian oil disguised as, or blended with, Iraqi oil.

The United States will continue to pursue measures in support of National Security Presidential Memorandum 2, which directs the imposition of maximum pressure on the Iranian regime to deny it access to revenues that fund its destabilizing activities. We will not hesitate to utilize all available tools at our disposal to counter those who enable Iran’s illicit oil trade.

Today’s action is being taken pursuant to Executive Order (E.O.) 13846 and E.O. 13902, which target Iran’s petroleum and petrochemical sectors, as well as the counterterrorism authority E.O. 13224, as amended. It marks the tenth round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 on February 4, 2025, ordering a campaign of maximum pressure on Iran.

For more information on today’s action, please see the Department of the Treasury press releases."
07/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to hybrid threats from Russia,The Council sanctioned nine individuals and six entities involved in destabilising hybrid actions undermining EU security and integrity.
07/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to human rights abuses in Russia,"The EU imposed sanctions on five individuals, mainly judiciary members, responsible for serious human rights abuses and persecution of activist Alexei Gorinov."
07/18/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,18th package of sanctions against Russia,"The EU adopted the 18th sanctions package, lowering the oil price cap, banning refined petroleum imports from Russian crude, imposing full transaction bans on Nord Stream 1 and 2, expanding shadow fleet bans, financial messaging bans, and export restrictions."
30-Jul-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/sanctioning-facilitators-of-irans-petroleum-and-petrochemical-trade/,Sanctioning Facilitators of Iran’s Petroleum and Petrochemical Trade,"Today, the United States is taking decisive action to disrupt the Iranian regime’s ability to fund its destabilizing activities, including its nuclear program, support for terrorist groups, and oppression of its own people.

The Department of State is imposing sanctions on 20 entities for their involvement in the trade of Iranian petroleum, petroleum products, or petrochemical products and is identifying 10 vessels as blocked property.  These actions target a terminal operator, vessel management companies, and wholesale buyers that have collectively facilitated the export and purchase of millions of barrels of Iranian crude oil, petroleum products, and petrochemical products.

The Department is designating multiple vessel management companies whose tankers have engaged in illicit shipments and other deceptive shipping practices, endangering global trade flows.  The Department is also designating a China-based operator of a crude oil and petroleum products terminal that has repeatedly accepted Iranian-origin crude oil, including from U.S.-designated tankers.  Additionally, multiple companies in India, the United Arab Emirates, Türkiye, and Indonesia are being designated for their significant sales and purchases of Iranian-origin petrochemical products.  As President Trump has said, any country or person who chooses to purchase Iranian oil or petrochemicals exposes themselves to the risk of U.S. sanctions and will not be allowed to conduct business with the United States.

Concurrently, the Department of the Treasury is designating over 115 targets in the vast shipping empire and sanctions evasion network of regime insider Hossein Shamkhani, the son of the Supreme Leader’s political advisor Ali Shamkhani.

The United States will continue to impose maximum pressure on the Iranian regime, in support of National Security Presidential Memorandum 2, until Iran accepts a deal that advances regional peace and stability and in which Iran forgoes all aspirations of a nuclear weapon.  Today’s actions underscore our resolve to target those who enable Iran’s illicit oil and petrochemical trade and to cut off the regime’s means of funding its destabilizing activities. 

Today’s Department of State action is being taken pursuant to Executive Order (E.O.) 13846, which targets Iran’s petroleum and petrochemical sectors.  It marks the eleventh round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 on February 4, 2025, ordering a campaign of maximum pressure on Iran.

For more information on today’s action, please see the Department of the Treasury press releases.

"
7-Aug-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/08/sanctioning-facilitators-of-iran-sanctions-circumvention-and-political-oppression/,Sanctioning Facilitators of Iran Sanctions Circumvention and Political Oppression,"Today, the United States is designating 18 entities and individuals facilitating the Islamic Republic of Iran’s evasion of U.S. sanctions and continued repression of the Iranian people.  Targets include financial and information technology (IT) firms, including one company that has enabled Iran’s security services to restrict ordinary Iranians’ internet access.

The United States will continue to deny Iran access to the international financial system as long as the regime persists in its destabilizing activities in the Middle East and around the world.  We will use all available tools to combat Iran’s attempts to circumvent sanctions and repatriate illicit foreign revenue.

We emphasize that all transactions with sanctioned entities, including Iranian financial institutions, bring exposure to significant sanctions risks. The United States promotes accountability for those who seek to undermine international peace and security as well as human rights.

Today’s action is being taken by the U.S. Department of the Treasury’s Office of Foreign Assets Control pursuant to Executive Order (E.O.) 13902, which targets Iran’s financial and petroleum and petrochemical sectors.  This action implements National Security Presidential Memorandum 2, which orders a campaign of maximum economic pressure on Iran.  For more information, please refer to Treasury’s Press Releases.
"
21-Aug-2025,Iran,tate.gov/releases/office-of-the-spokesperson/2025/08/sanctions-on-irans-oil-network-to-further-impose-maximum-pressure-on-iran/,Sanctions on Iran’s Oil Network to Further Impose Maximum Pressure on Iran,"The Iranian regime continues to fuel conflict and instability in the Middle East, disrupting trade flows, developing its nuclear program, and funding terrorist and proxy groups.  Today, the United States is taking more aggressive action to stem the flow of revenue that the regime uses to support terrorism abroad, as well as to oppress its own people.  The Department of State is imposing sanctions on two China-based crude oil and petroleum products terminal and storage operators that have facilitated the import of millions of barrels of Iranian-origin oil onboard multiple U.S.-designated tankers.  This action is the Department’s fourth round of sanctions targeting China-based terminal operators, which continue to play a vital role in the Iranian crude oil supply chain.

This action is in furtherance of National Security Presidential Memorandum-2, which directs the imposition of maximum economic pressure on the Iranian regime.

Today’s actions include the designation of one China-based crude oil terminal and storage operator in the Dongjiakou Port Area of China’s Shandong Province, the largest entry point for Iranian crude oil into China by volume.  QINGDAO PORT HAIYE DONGJIAKOU OIL PRODUCTS CO., LTD (DJK OIL PRODUCTS) operates multiple crude oil and petroleum products berths in the Dongjiakou port area, as well as a large petroleum storage facility.  The majority of the crude oil cargos imported by DJK OIL PRODUCTS are of Iranian origin.  In 2025, the terminal has imported at least 65 million barrels of Iranian-origin crude oil transported by numerous shadow fleet vessels since December 2024, to include U.S.-designated crude oil tankers.  Additionally, several of the cargos received by DJK OIL PRODUCTS were marketed and sold by the U.S.-designated NATIONAL IRANIAN OIL COMPANY (NIOC)."
21-Aug-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/08/sanctioning-facilitators-of-irans-illicit-oil-sales/,Sanctioning Facilitators of Iran’s Illicit Oil Sales,"Today, the United States is stemming the flow of revenue the Iranian regime uses to fund its destabilizing activities, including its support for terrorism abroad and the oppression of its own people.

The Department of State is imposing sanctions on two China-based crude oil and petroleum products terminal and storage operators that have facilitated the import of millions of barrels of illicit Iranian oil onboard multiple U.S.-designated tankers.  This action is the Department’s fourth round of sanctions targeting China-based terminal operators, which play a vital role in the trade network for Iranian crude oil that funds Iran’s terrorism abroad and destabilizes the region.

Concurrently, the Department of the Treasury is sanctioning Antonios Margaritis and his network of companies for exploiting his status in the oil industry to illicitly trade in Iranian petroleum.  The Treasury action also targets other entities and vessels involved in shipping Iranian oil.

The United States will continue to take action to implement National Security Presidential Memorandum 2.  This directive imposes maximum pressure on the Iranian regime to deny it access to revenues that fund its destabilizing activities. 

Today’s action is being taken pursuant to Executive Order (E.O.) 13846 for knowingly engaging in a significant transaction for the transport of petroleum or petroleum products from Iran, and E.O. 13902, which targets Iran’s petroleum sector.  Today’s action also marks the latest round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 (NSPM-2), instituting a campaign of maximum economic pressure on Iran.  For more information on today’s action, please see the Department of the Treasury press releases."
2-Sep-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/09/sanctioning-smugglers-of-iranian-oil-through-iraq/,Sanctioning Smugglers of Iranian Oil through Iraq,"Today, the United States is acting decisively to stem the flow of revenues to the Iranian regime for its destructive and destabilizing conduct in Iraq, the Middle East, and around the world.

Among those sanctioned today are a network of companies and vessels led by businessman Waleed al-Samarra’i (al-Samarra’i), a dual citizen of Iraq and Saint Kitts and Nevis, for smuggling Iranian oil disguised as Iraqi oil.

The United States will continue to pursue measures implementing National Security Presidential Memorandum 2, which directs the imposition of maximum pressure on the Iranian regime to deny it access to revenues that fund its destabilizing activities. We will not hesitate to utilize all available tools at our disposal to counter those who enable Iran’s illicit oil trade.

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which targets those operating in certain sectors of the Iranian economy, including Iran’s petroleum and petrochemical sectors. For more information on today’s action, please see the Department of the Treasury press releases.
"
09/12/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions against Russia,The Council prolonged individual sanctions targeting those undermining Ukraine’s sovereignty for six months until 15 March 2026.
12-Sep-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/09/sanctioning-sudanese-armed-group-leader-and-islamist-militia-with-links-to-iran/,Sanctioning Sudanese Armed Group Leader and Islamist Militia with Links to Iran,"The United States is acting today to target persons who undermine peace and stability in Sudan. The Department of the Treasury is sanctioning two Sudanese Islamist actors – Gebreil Ibrahim Mohamed Fediel (Gebreil) and the Al-Baraa Bin Malik Brigade (BBMB) – pursuant to Executive Order (E.O.) 14098, “Imposing Sanctions on Certain Persons Destabilizing Sudan and Undermining the Goal of a Democratic Transition,” for their role in Sudan’s brutal war.

Today’s sanctions seek to limit Islamist influence in Sudan and curtail Iran’s regional activities that have contributed to regional destabilization, conflict, and civilian suffering. Sudanese Islamist elements have a long history as a malign force in Sudan, most notably during the Islamist regime of former President Omar al-Bashir, who ruled Sudan for 30 years until 2019. Recently, Sudanese Islamists have played a key role in derailing Sudan’s progress toward a democratic transition, by undermining the former civilian-led transitional government and the Framework Political Agreement process. This conduct contributed to the outbreak of fighting between the Sudanese Armed Forces and the Rapid Support Forces in April 2023. Hardline Islamists continue to obstruct efforts to reach a ceasefire to end the war and are cultivating ties with and receiving technical support from the Iranian government, particularly the Islamic Revolutionary Guard Corps, a designated Foreign Terrorist Organization.

These sanctions hold malign actors accountable for sowing instability and destruction in Sudan with the help of Iran. The United States is committed to working with regional partners to achieve peace and stability in Sudan and ensuring the country does not become a permissive environment for those who threaten Americans and national interests of the United States. The U.S. government will use its tools to ensure that Sudanese Islamists never regain power in Sudan.

The Department of the Treasury’s actions were taken pursuant to E.O. 14098, which authorizes the imposition of sanctions on persons who are responsible for, or complicit in, or have directly or indirectly engaged or attempted to engage in actions or policies that threaten the peace, security, or stability of Sudan or who are or have been a leader, official, senior executive officer, or member of the board of directors of any entity that has, or whose members have, engaged in such actions or policies relating to the tenure of such leader, official, senior executive officer, or member of the board of directors.  For more information, see the Department of the Treasury’s Press Releases.  "
10/03/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews sanctions in response to Russian hybrid threats,Sanctions against those responsible for Russia’s destabilising hybrid actions were extended by one year until 9 October 2026.
9-Oct-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/10/sanctioning-entities-trading-in-iranian-petroleum-and-petrochemicals/,Sanctioning Entities Trading in Iranian Petroleum and Petrochemicals,"Today, the Department of State is sanctioning approximately 40 individuals, entities, and vessels to stem the flow of revenue that the Iranian regime uses to support terrorism abroad.  These targets have been involved in the trade of Iranian petroleum and petrochemical products that generate hundreds of millions of dollars of revenue for the Iranian regime.  The designations include some of the largest buyers of Iranian petrochemical products by volume and value, as well as the leadership of the companies involved in the trade.   

The Iranian regime continues to fuel conflict in the Middle East and fund its destabilizing activities.  This behavior enables Iran’s ability to fund its nuclear program, support terrorist groups, and disrupt trade and freedom of navigation in waterways crucial to global prosperity and economic growth.  The United States will continue to take action against the network of terminal operators, port agents, shippers, brokers, and service providers involved in the trade of Iranian crude oil, petroleum products, and petrochemical products. 

The Department of the Treasury is simultaneously sanctioning approximately 60 individuals, entities, and vessels for their roles in facilitating the shipment of oil and liquified petroleum gas (LPG) from Iran to overseas end users.  For more information about Treasury’s actions, please see Treasury’s Press Releases. 

All Department of State targets are being designated pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran. "
9-Oct-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/10/sweeping-sanctions-on-irans-energy-exports/,Sweeping Sanctions on Iran’s Energy Exports,"Today, the Department of State is acting to deny the Iranian regime funds it uses to conduct its malign activity.  We are sanctioning approximately 40 individuals, entities, and vessels involved in the trade of Iranian energy products that generates hundreds of millions of dollars of revenue for the Iranian regime.  These designations include some of the largest buyers of Iranian petrochemical products by volume and value, as well as the leadership of the companies involved in that trade.  The Department is also designating a China-based liquid petrochemical products terminal and multiple shadow fleet operators and vessels.  

Concurrently, the Department of the Treasury is sanctioning over 50 individuals, entities, and vessels involved in exporting Iranian petroleum and liquefied petroleum gas (LPG) to global markets.  Treasury is designating a network of actors that facilitate hundreds of millions of dollars in LPG shipments, a China-based crude oil terminal, and a Chinese refinery purchasing Iranian oil.  These actions aim to disrupt funding for Iran’s regime and its military activities that threaten the United States and regional allies. 

The Trump Administration continues to vigorously implement and enforce all U.S. sanctions on Iran as part of its maximum pressure campaign.  So long as Iran attempts to generate oil revenues to fund its subversive activities, the United States will act to counter and to promote accountability for Iran and its partners in sanctions evasion.   

Today’s actions are being taken pursuant to Executive Order (E.O.) 13902, which targets those operating in certain sectors of the Iranian economy, as well as E.O. 13846, which targets Iran’s petroleum and petrochemical sectors.  This action further targets Iranian oil sales in support of the President’s National Security Presidential Memorandum 2 (NSPM-2).  This is the fourth sanctions action of this administration targeting China-based refineries that receive Iranian oil, and it builds on actions in July and August targeting key enablers of Iran’s oil exports.  For more information, please see Treasury’s Press Releases and State’s Fact Sheet."
10/23/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,19th package of sanctions against Russia,"The EU adopted the 19th sanctions package, targeting energy, LNG imports, shadow fleet vessels, banks, payment systems, crypto providers, export controls, diplomatic travel obligations, and additional sanctions against Belarus."
11/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to human rights abuses in Russia,"The EU sanctioned ten additional individuals, including judiciary and penitentiary officials, responsible for repression and human rights violations linked to Navalny and civil society."
20-Nov-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/11/sanctioning-entities-that-have-traded-in-irans-petroleum-2/,Sanctioning Entities That Have Traded in Iran’s Petroleum,"Today, the Department of State is designating 17 entities, individuals, and vessels to stem the flow of revenue that the Iranian regime uses to advance its nuclear program, and to enable shipping facilitators in multiple jurisdictions who, through obfuscation and deception, load and transport Iranian oil for sale to buyers.   

The Iranian regime continues to fuel conflict in the Middle East to fund its destabilizing activities.  This behavior enables Iran to fund its nuclear escalations, support terrorist groups, and disrupt the flow of trade and freedom of navigation in waterways that are crucial to global prosperity and economic growth.  The United States will continue to act against the network of maritime service providers, dark fleet operators, and petroleum products traders involved in the transport of Iranian crude oil and petroleum products.  

Concurrently, the Department of the Treasury is designating additional shipping networks involved in illicit oil schemes to help fund the Iranian regime, as well as an airline and its affiliates that supply arms to Iran-backed terrorist groups.  For more information about Treasury’s action, please see Treasury’s Press Release. 

All Department of State targets are being designated pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran.  "
12/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions against Russia’s shadow fleet,The Council sanctioned five individuals and four entities supporting Russia’s shadow fleet and its value chain to curb revenue generation.
12/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to Russian hybrid threats,The EU imposed sanctions on 12 individuals and two entities for hybrid activities including information manipulation and cyber attacks against the EU.
12/18/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions more vessels in Russia’s shadow fleet,"The Council sanctioned 41 additional vessels from Russia’s shadow fleet, imposing port access bans and maritime service prohibitions."
18-Dec-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/cracking-down-on-irans-shadow-fleet/,Cracking Down on Iran’s Shadow Fleet,"Today, the United States is acting to stem the flow of the Iranian regime’s revenue used to support terrorism and other illicit activities.

The Department of the Treasury is sanctioning 29 shadow fleet vessels engaged in the covert delivery of hundreds of millions of dollars’ worth of Iranian oil and petroleum products. Among the entities sanctioned is a network of companies and vessels operated by Hatem Elsaid Farid Ibrahim Sakr, an Egyptian businessman, and several companies active in countries including the UAE, India, the Marshall Islands, and Panama. This action further constrains Iran’s ability to export petroleum and petroleum products through obscure and fraudulent mechanisms.

The United States will continue pursuing measures to implement National Security Presidential Memorandum 2, which directs the imposition of maximum pressure on the Iranian regime to deprive it of the revenues that fund its destabilizing activities. We will not hesitate to utilize all available tools at our disposal to counter those who enable Iran’s illicit oil trade.

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which target Iran’s petroleum and petrochemical sectors. It continues the robust sanctions campaign to restrict Iranian oil sales in support of NSPM-2 issued by the President on February 4, 2025. For more information on today’s action, please see the Department of the Treasury’s press release."
12/22/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions against Russia,The Council renewed EU economic sanctions for six months until 31 July 2026 in response to Russia’s continued destabilisation of Ukraine.
12/22/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to human rights abuses in Russia,The EU imposed sanctions on two members of the Russian judiciary responsible for serious human rights violations and repression of democratic opposition.
15-Jan-2026,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/u-s-sanctions-to-support-the-courageous-people-of-iran/,U.S. Sanctions to Support the Courageous People of Iran,"All property and interests in property that are in the United States, that hereafter come within the United States, or that are or hereafter come within the possession or control of any United States person, including any foreign branch, of the following persons are blocked and may not be transferred, paid, exported, withdrawn, or otherwise dealt in:

(i) the persons listed in the Annex to this order; and

(ii) any person determined by the Secretary of the Treasury, in consultation with or at the recommendation of the Secretary of State:

(A) to have operated, or to have directed the operation of, information and communications technology that facilitates computer or network disruption, monitoring, or tracking that could assist in or enable serious human rights abuses by or on behalf of the Government of Iran or the Government of Syria;

(B) to have sold, leased, or otherwise provided, directly or indirectly, goods, services, or technology to Iran or Syria likely to be used to facilitate computer or network disruption, monitoring, or tracking that could assist in or enable serious human rights abuses by or on behalf of the Government of Iran or the Government of Syria;

(C) to have materially assisted, sponsored, or provided financial, material, or technological support for, or goods or services to or in support of, the activities described in subsections (a)(ii)(A) and (B) of this section or any person whose property and interests in property are blocked pursuant to this order; or

(D) to be owned or controlled by, or to have acted or purported to act for or on behalf of, directly or indirectly, any person whose property and interests in property are blocked pursuant to this order.

(b) The prohibitions in subsection (a) of this section apply except to the extent provided by statutes, or in regulations, orders, directives, or licenses that may be issued pursuant to this order, and notwithstanding any contract entered into or any license or permit granted prior to the effective date of this order."
23-Jan-2026,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/sanctions-on-illicit-petroleum-traders-to-support-the-people-of-iran/,Sanctions on Illicit Petroleum Traders to Support the People of Iran,"Today, the United States is taking further action to deny the Iranian regime the resources to oppress its people.

The Department of the Treasury has imposed sanctions on eight entities and nine vessels in Iran regime’s shadow fleet. These entities have shipped hundreds of millions of dollars’ worth of Iranian petroleum and petroleum products, including liquefied petroleum gas (LPG), helping finance the regime and its security forces.

As the Iranian people protest the Iranian regime’s catastrophic economic mismanagement, the regime continues to fund foreign proxies and missiles over the basic needs of Iranians. Massive inflation, crumbling infrastructure, and water and electricity shortages demonstrate that Iranians are not seeing their wealth put to good use: the Iranian regime refuses to put Iranians first.

This latest action will further restrict Iran’s ability to export petroleum and petroleum products through obscure and fraudulent mechanisms, and will further constrain its ability to bankroll the repression of Iranians and international malign behavior.

The United States will continue to implement National Security Presidential Memorandum 2, which directs the imposition of maximum pressure on the Iranian regime to deprive it of revenues that fund its destabilizing activities.

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which targets Iran’s petroleum and petrochemical sectors. It continues the robust sanctions campaign to restrict Iranian oil sales in support of NSPM-2 issued by the President on February 4, 2025. For more information on today’s action, please see the Department of the Treasury’s press release."
30-Jan-2026,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/sanctioning-iranian-government-officials-for-suppression-of-peaceful-protest/,Sanctioning Iranian Government Officials for Suppression of Peaceful Protest,"Today, the United States is imposing sanctions on Iranian officials responsible for the recent brutal crackdown on their own people. As the Iranian people protest 47 years of catastrophic economic mismanagement, the regime continues to choose funding terrorist militias abroad and its vast weapons programs over the basic needs of everyday Iranians.  The people of Iran suffer from rising inflation, crumbling infrastructure, and shortages of water and electricity because the regime is squandering their wealth on its malign activities.

The United States supports the Iranian people in their protests against the corrupt and repressive regime in Tehran. We are designating six Iranian officials who oversee the Iranian security forces responsible for the violent crackdowns on protesters, as well as an Iranian investor who embezzled billions in funds from the Iranian people.

The United States will continue to implement National Security Presidential Memorandum 2, which directs the imposition of maximum pressure on the Iranian regime to deprive it of revenues that fund its destabilizing and malign activities.

Today’s action is being taken pursuant to Executive Order (E.O.) 13553, which authorizes sanctions on certain persons with respect to serious human rights abuses by the Government of Iran; E.O. 13224, a counterterrorism authority; and E.O. 13902, which targets Iran’s financial, petroleum, and petrochemical sectors. For more information on today’s action, please see the Department of the Treasury’s press release."
6-Feb-2026,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2026/02/sanctions-to-combat-illicit-traders-of-iranian-oil-and-the-shadow-fleet/,Sanctions to Combat Illicit Traders of Iranian Oil and the Shadow Fleet,"Today, the Department of State is sanctioning multiple entities, individuals, and vessels to stem the flow of revenue that the regime in Tehran uses to support terrorism abroad and repress its citizens.    

As part of this action, the Department of State is identifying 14 shadow fleet vessels as property of entities involved in the transportation of Iranian petroleum, petroleum products, and petrochemical products.  Furthermore, the Department of State is sanctioning 15 entities that have traded in Iranian-origin crude oil, petroleum products, or petrochemical products, as well as two associated individuals.   

Time and time again, the Iranian government has prioritized its destabilizing behavior over the safety and security of its own citizens, as demonstrated by the regime’s mass murder of peaceful protestors. The United States will continue to act against the network of shippers and traders involved in the transport and acquisition of Iranian crude oil, petroleum products, and petrochemical products, which constitutes the regime’s primary source of income.   

All Department of State targets are being sanctioned pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran.  "
6-Feb-2026,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2026/02/sanctions-to-combat-illicit-traders-of-iranian-oil-and-the-shadow-fleet-2/,"Sanctions to Combat Illicit Traders of Iranian Oil and the Shadow Fleet
Press Statement","The Department of State is sanctioning 15 entities, two individuals, and 14 shadow fleet vessels connected to the illicit trade in Iranian petroleum, petroleum products, and petrochemical products. These targets have generated revenue that the regime uses to conduct its malign activities.

Instead of investing in the welfare of its own people and crumbling infrastructure, the Iranian regime continues to fund destabilizing activities around the world and step up its repression inside Iran.

So long as Iranian regime attempts to evade sanctions and generate oil and petrochemical revenues to fund such oppressive behavior and support terrorist activities and proxies, the United States will act to hold both the Iranian regime and its partners accountable.

The President is committed to driving down the Iranian regime’s illicit oil and petrochemical exports under the Administration’s maximum pressure campaign.

All Department of State targets are being designated pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran, and in furtherance of President Trump’s National Security Presidential Memorandum 2. For more information, please see the Department’s Fact Sheet and Treasury’s Press Releases.
"
